lead_I,lead_II,lead_III,AVR,AVL,AVF,V1,V2,V3,V4,V5,V6
-0.038,-0.173,-0.135,0.106,0.049,-0.154,0.02,0.15,0.017,-0.014,-0.02,-0.009
-0.035,-0.17,-0.134,0.103,0.049,-0.151,0.02,0.15,0.021,-0.009,-0.019,-0.01
-0.04,-0.17,-0.13,0.105,0.045,-0.15,0.02,0.15,0.025,-0.005,-0.015,-0.01
-0.04,-0.17,-0.13,0.105,0.045,-0.15,0.02,0.15,0.025,-0.005,-0.015,-0.006
-0.042,-0.17,-0.128,0.106,0.043,-0.148,0.02,0.15,0.028,-0.002,-0.012,-0.004
-0.048,-0.171,-0.122,0.11,0.037,-0.146,0.02,0.15,0.032,0.0,-0.01,-0.006
-0.049,-0.169,-0.12,0.109,0.036,-0.144,0.02,0.149,0.036,0.001,-0.009,-0.004
-0.04,-0.16,-0.12,0.1,0.04,-0.14,0.02,0.15,0.04,0.005,-0.005,0.0
-0.036,-0.152,-0.116,0.094,0.04,-0.134,0.02,0.162,0.04,0.009,-0.005,0.0
-0.03,-0.144,-0.114,0.088,0.042,-0.128,0.02,0.17,0.043,0.013,-0.002,0.0
-0.019,-0.136,-0.117,0.078,0.049,-0.126,0.02,0.17,0.045,0.017,0.0,0.0
-0.007,-0.127,-0.12,0.067,0.057,-0.124,0.019,0.171,0.046,0.021,0.001,0.001
0.0,-0.12,-0.12,0.06,0.06,-0.12,0.015,0.175,0.05,0.025,0.005,0.005
0.001,-0.119,-0.12,0.059,0.061,-0.119,0.015,0.175,0.05,0.025,0.005,0.009
0.027,-0.093,-0.12,0.033,0.074,-0.107,0.015,0.178,0.053,0.025,0.008,0.013
0.011,-0.109,-0.12,0.049,0.065,-0.114,0.015,0.18,0.057,0.025,0.01,0.017
-0.029,-0.15,-0.121,0.089,0.046,-0.135,0.015,0.18,0.061,0.025,0.011,0.021
-0.015,-0.14,-0.125,0.078,0.055,-0.132,0.015,0.185,0.065,0.03,0.02,0.025
-0.01,-0.135,-0.125,0.073,0.058,-0.13,0.015,0.189,0.069,0.047,0.024,0.025
-0.007,-0.132,-0.125,0.07,0.059,-0.128,0.016,0.191,0.073,0.054,0.028,0.028
-0.003,-0.128,-0.125,0.066,0.061,-0.126,0.013,0.203,0.076,0.056,0.032,0.029
0.001,-0.124,-0.125,0.062,0.064,-0.125,0.01,0.217,0.082,0.061,0.036,0.032
0.005,-0.12,-0.125,0.058,0.065,-0.122,0.01,0.215,0.095,0.065,0.04,0.045
0.005,-0.116,-0.121,0.056,0.063,-0.118,0.01,0.215,0.108,0.065,0.044,0.05
0.008,-0.109,-0.117,0.051,0.063,-0.113,0.01,0.215,0.109,0.069,0.044,0.051
0.012,-0.101,-0.113,0.045,0.063,-0.107,0.01,0.215,0.102,0.068,0.035,0.048
0.017,-0.093,-0.11,0.038,0.064,-0.101,0.01,0.215,0.11,0.074,0.039,0.053
0.025,-0.085,-0.11,0.03,0.068,-0.097,0.01,0.215,0.135,0.095,0.065,0.07
0.029,-0.077,-0.106,0.024,0.068,-0.092,0.01,0.215,0.144,0.098,0.074,0.075
0.033,-0.068,-0.101,0.018,0.068,-0.085,0.007,0.219,0.147,0.115,0.078,0.074
0.037,-0.063,-0.1,0.013,0.068,-0.081,0.004,0.235,0.154,0.13,0.082,0.077
0.042,-0.058,-0.099,0.008,0.071,-0.079,0.005,0.244,0.161,0.129,0.086,0.08
0.05,-0.045,-0.095,-0.002,0.073,-0.07,0.005,0.235,0.165,0.13,0.09,0.08
0.053,-0.037,-0.09,-0.008,0.072,-0.063,0.005,0.259,0.185,0.142,0.097,0.092
0.065,-0.026,-0.091,-0.019,0.078,-0.058,0.005,0.271,0.201,0.149,0.109,0.102
0.071,-0.016,-0.086,-0.027,0.079,-0.051,0.005,0.27,0.207,0.151,0.12,0.108
0.071,-0.007,-0.079,-0.032,0.075,-0.043,0.005,0.27,0.212,0.158,0.125,0.11
0.08,0.005,-0.075,-0.042,0.077,-0.035,0.005,0.275,0.225,0.175,0.13,0.115
0.08,0.013,-0.067,-0.046,0.073,-0.027,0.005,0.3,0.243,0.192,0.151,0.136
0.081,0.019,-0.062,-0.05,0.072,-0.021,0.005,0.31,0.244,0.2,0.16,0.146
0.075,0.019,-0.056,-0.047,0.065,-0.019,0.005,0.311,0.252,0.213,0.161,0.143
0.081,0.032,-0.049,-0.056,0.064,-0.008,0.005,0.317,0.267,0.227,0.168,0.148
0.11,0.065,-0.045,-0.087,0.077,0.01,0.005,0.325,0.275,0.235,0.185,0.165
0.1,0.059,-0.041,-0.08,0.07,0.009,0.005,0.33,0.301,0.257,0.203,0.17
0.086,0.046,-0.04,-0.066,0.062,0.003,0.004,0.33,0.303,0.259,0.203,0.168
0.089,0.049,-0.04,-0.069,0.064,0.004,0.007,0.346,0.319,0.269,0.216,0.178
0.112,0.073,-0.04,-0.092,0.076,0.016,0.002,0.361,0.35,0.297,0.247,0.201
0.135,0.095,-0.04,-0.115,0.087,0.027,-0.02,0.35,0.35,0.31,0.26,0.215
0.126,0.085,-0.04,-0.105,0.082,0.022,-0.038,0.343,0.347,0.304,0.254,0.213
0.139,0.102,-0.037,-0.12,0.087,0.032,-0.038,0.363,0.37,0.324,0.272,0.232
0.153,0.119,-0.034,-0.135,0.093,0.042,-0.034,0.38,0.396,0.35,0.293,0.252
0.149,0.114,-0.035,-0.131,0.092,0.04,-0.035,0.381,0.406,0.363,0.302,0.256
0.15,0.115,-0.035,-0.132,0.092,0.04,-0.035,0.385,0.41,0.375,0.31,0.26
0.15,0.115,-0.035,-0.132,0.092,0.04,-0.031,0.381,0.422,0.378,0.313,0.263
0.151,0.115,-0.036,-0.132,0.093,0.039,-0.03,0.379,0.432,0.392,0.324,0.274
0.146,0.116,-0.03,-0.13,0.088,0.042,-0.03,0.381,0.437,0.403,0.334,0.282
0.131,0.114,-0.017,-0.122,0.073,0.048,-0.03,0.379,0.441,0.399,0.334,0.279
0.12,0.115,-0.005,-0.117,0.062,0.055,-0.03,0.375,0.445,0.4,0.335,0.28
0.131,0.138,0.007,-0.134,0.062,0.072,-0.026,0.375,0.449,0.416,0.351,0.296
0.144,0.164,0.02,-0.154,0.062,0.091,-0.025,0.375,0.453,0.424,0.36,0.305
0.158,0.187,0.029,-0.173,0.064,0.108,-0.025,0.375,0.457,0.426,0.36,0.305
0.173,0.211,0.038,-0.192,0.067,0.125,-0.025,0.374,0.461,0.431,0.361,0.305
0.18,0.23,0.05,-0.205,0.065,0.14,-0.025,0.37,0.46,0.435,0.365,0.305
0.182,0.235,0.053,-0.209,0.064,0.144,-0.021,0.37,0.456,0.436,0.365,0.305
0.168,0.235,0.066,-0.202,0.05,0.151,-0.019,0.371,0.452,0.432,0.365,0.305
0.154,0.235,0.081,-0.195,0.036,0.158,-0.021,0.368,0.448,0.429,0.365,0.305
0.149,0.235,0.086,-0.192,0.031,0.16,-0.019,0.365,0.444,0.43,0.365,0.305
0.145,0.235,0.09,-0.19,0.027,0.162,-0.015,0.365,0.44,0.43,0.365,0.305
0.144,0.242,0.098,-0.193,0.022,0.17,-0.015,0.365,0.44,0.43,0.365,0.305
0.15,0.254,0.104,-0.202,0.023,0.178,-0.015,0.366,0.437,0.43,0.365,0.305
0.16,0.265,0.106,-0.213,0.027,0.185,-0.015,0.363,0.433,0.431,0.366,0.306
0.166,0.27,0.104,-0.219,0.031,0.186,-0.014,0.36,0.429,0.427,0.362,0.303
0.16,0.265,0.105,-0.213,0.027,0.185,-0.01,0.36,0.425,0.41,0.345,0.29
0.134,0.26,0.126,-0.197,0.004,0.193,-0.01,0.36,0.42,0.398,0.333,0.282
0.13,0.26,0.13,-0.196,0.001,0.195,-0.01,0.362,0.422,0.383,0.318,0.271
0.137,0.259,0.122,-0.198,0.007,0.19,-0.011,0.353,0.411,0.369,0.304,0.261
0.134,0.254,0.12,-0.194,0.006,0.186,-0.009,0.336,0.383,0.356,0.291,0.252
0.13,0.25,0.12,-0.19,0.005,0.185,0.0,0.325,0.36,0.34,0.275,0.24
0.135,0.251,0.116,-0.193,0.009,0.183,0.004,0.313,0.344,0.328,0.259,0.232
0.131,0.242,0.111,-0.186,0.009,0.176,0.008,0.301,0.328,0.313,0.242,0.219
0.12,0.23,0.111,-0.175,0.004,0.17,0.012,0.289,0.312,0.299,0.229,0.202
0.115,0.223,0.108,-0.169,0.003,0.165,0.016,0.278,0.296,0.286,0.216,0.186
0.12,0.215,0.095,-0.168,0.012,0.155,0.02,0.27,0.28,0.265,0.2,0.17
0.122,0.209,0.087,-0.166,0.017,0.148,0.024,0.258,0.264,0.249,0.188,0.154
0.105,0.18,0.076,-0.143,0.014,0.128,0.028,0.249,0.248,0.228,0.173,0.141
0.075,0.141,0.066,-0.108,0.005,0.104,0.032,0.239,0.232,0.204,0.158,0.129
0.058,0.115,0.057,-0.087,0.0,0.086,0.036,0.228,0.216,0.186,0.147,0.118
0.06,0.105,0.045,-0.083,0.007,0.075,0.04,0.22,0.2,0.175,0.135,0.11
0.06,0.097,0.037,-0.079,0.011,0.067,0.04,0.208,0.184,0.163,0.123,0.098
0.059,0.089,0.029,-0.075,0.015,0.059,0.041,0.195,0.168,0.151,0.111,0.085
0.061,0.082,0.021,-0.072,0.02,0.051,0.053,0.186,0.152,0.139,0.099,0.076
0.058,0.072,0.014,-0.065,0.021,0.043,0.067,0.177,0.136,0.127,0.088,0.068
0.045,0.055,0.01,-0.05,0.017,0.032,0.07,0.165,0.12,0.115,0.08,0.06
0.04,0.043,0.002,-0.042,0.019,0.023,0.07,0.153,0.107,0.103,0.072,0.056
0.038,0.031,-0.007,-0.035,0.022,0.012,0.07,0.144,0.099,0.094,0.067,0.049
0.031,0.019,-0.012,-0.025,0.021,0.003,0.07,0.136,0.091,0.085,0.062,0.043
0.024,0.007,-0.017,-0.015,0.02,-0.004,0.07,0.129,0.083,0.072,0.053,0.038
0.02,-0.005,-0.025,-0.007,0.023,-0.015,0.07,0.125,0.075,0.06,0.045,0.03
0.012,-0.017,-0.029,0.003,0.021,-0.023,0.07,0.117,0.067,0.051,0.041,0.026
0.005,-0.026,-0.031,0.01,0.018,-0.029,0.07,0.112,0.059,0.047,0.037,0.022
-0.009,-0.035,-0.027,0.022,0.009,-0.031,0.07,0.106,0.051,0.043,0.033,0.019
-0.012,-0.048,-0.036,0.03,0.012,-0.041,0.07,0.099,0.044,0.04,0.029,0.02
0.005,-0.06,-0.065,0.028,0.035,-0.062,0.07,0.095,0.04,0.04,0.025,0.02
-0.007,-0.069,-0.062,0.038,0.028,-0.066,0.07,0.091,0.036,0.036,0.025,0.016
-0.009,-0.068,-0.059,0.038,0.025,-0.063,0.07,0.09,0.032,0.035,0.023,0.015
-0.003,-0.064,-0.061,0.034,0.029,-0.062,0.07,0.09,0.028,0.034,0.017,0.015
-0.006,-0.065,-0.059,0.036,0.027,-0.062,0.07,0.09,0.024,0.029,0.015,0.015
-0.01,-0.065,-0.055,0.038,0.023,-0.06,0.07,0.09,0.02,0.025,0.015,0.015
-0.01,-0.065,-0.055,0.038,0.023,-0.06,0.07,0.09,0.016,0.025,0.011,0.011
-0.011,-0.066,-0.055,0.039,0.023,-0.06,0.07,0.09,0.015,0.022,0.006,0.01
-0.008,-0.063,-0.055,0.036,0.024,-0.059,0.07,0.09,0.016,0.02,0.005,0.01
-0.005,-0.06,-0.054,0.033,0.024,-0.056,0.07,0.09,0.014,0.019,0.004,0.01
-0.01,-0.06,-0.05,0.035,0.02,-0.055,0.07,0.09,0.01,0.015,0.0,0.01
-0.01,-0.06,-0.05,0.035,0.02,-0.055,0.07,0.09,0.01,0.015,0.0,0.006
-0.009,-0.06,-0.051,0.035,0.021,-0.055,0.07,0.09,0.011,0.016,0.0,0.004
-0.012,-0.06,-0.048,0.036,0.018,-0.054,0.07,0.09,0.008,0.013,0.0,0.006
-0.016,-0.061,-0.045,0.039,0.014,-0.052,0.07,0.089,0.005,0.01,0.0,0.004
-0.025,-0.07,-0.045,0.048,0.01,-0.057,0.07,0.085,0.005,0.01,0.0,0.0
-0.043,-0.088,-0.045,0.066,0.001,-0.066,0.07,0.085,0.005,0.01,0.0,0.0
-0.04,-0.086,-0.046,0.064,0.003,-0.065,0.067,0.085,0.002,0.011,0.001,0.0
-0.034,-0.077,-0.043,0.056,0.005,-0.059,0.064,0.085,-0.001,0.008,-0.002,0.0
-0.034,-0.074,-0.04,0.054,0.003,-0.057,0.065,0.085,0.0,0.005,-0.005,-0.001
-0.03,-0.07,-0.04,0.05,0.005,-0.055,0.065,0.085,0.0,0.005,-0.005,-0.005
-0.03,-0.066,-0.036,0.048,0.003,-0.051,0.065,0.085,-0.004,0.005,-0.005,-0.005
-0.028,-0.062,-0.034,0.045,0.004,-0.048,0.066,0.085,-0.006,0.005,-0.005,-0.005
-0.022,-0.058,-0.036,0.041,0.007,-0.046,0.063,0.085,-0.004,0.003,-0.005,-0.005
-0.02,-0.054,-0.034,0.037,0.008,-0.044,0.06,0.085,-0.006,0.0,-0.005,-0.004
-0.02,-0.05,-0.03,0.035,0.005,-0.04,0.06,0.085,-0.01,0.0,-0.005,0.0
-0.02,-0.05,-0.03,0.035,0.005,-0.04,0.06,0.085,-0.01,0.0,-0.005,0.0
-0.024,-0.051,-0.027,0.037,0.002,-0.038,0.06,0.086,-0.009,-0.003,-0.008,0.0
-0.024,-0.048,-0.024,0.036,0.0,-0.036,0.06,0.083,-0.012,-0.005,-0.011,0.0
-0.019,-0.045,-0.025,0.032,0.004,-0.035,0.06,0.08,-0.015,-0.005,-0.01,0.0
-0.02,-0.045,-0.025,0.033,0.003,-0.035,0.06,0.08,-0.015,-0.005,-0.01,0.0
-0.025,-0.045,-0.021,0.035,-0.001,-0.033,0.056,0.076,-0.015,-0.005,-0.01,0.0
-0.022,-0.042,-0.019,0.032,-0.001,-0.03,0.055,0.074,-0.015,-0.008,-0.01,0.003
-0.019,-0.039,-0.021,0.029,0.001,-0.03,0.055,0.076,-0.015,-0.011,-0.01,0.006
-0.021,-0.04,-0.019,0.031,-0.001,-0.03,0.055,0.074,-0.015,-0.01,-0.01,0.005
-0.025,-0.04,-0.015,0.033,-0.005,-0.027,0.055,0.07,-0.015,-0.01,-0.01,0.005
-0.021,-0.036,-0.015,0.029,-0.003,-0.025,0.055,0.07,-0.015,-0.01,-0.01,0.005
-0.019,-0.034,-0.015,0.027,-0.002,-0.025,0.052,0.071,-0.018,-0.007,-0.007,0.005
-0.02,-0.036,-0.015,0.028,-0.002,-0.025,0.049,0.068,-0.021,-0.004,-0.004,0.005
-0.02,-0.034,-0.014,0.027,-0.002,-0.024,0.05,0.065,-0.02,-0.005,-0.005,0.006
-0.02,-0.03,-0.01,0.025,-0.005,-0.02,0.05,0.065,-0.02,-0.005,-0.005,0.01
-0.02,-0.03,-0.01,0.025,-0.005,-0.02,0.05,0.066,-0.02,-0.001,-0.001,0.01
-0.021,-0.031,-0.01,0.026,-0.005,-0.02,0.05,0.062,-0.02,0.001,0.001,0.01
-0.018,-0.028,-0.01,0.023,-0.003,-0.019,0.05,0.06,-0.02,-0.001,-0.001,0.01
-0.015,-0.025,-0.009,0.02,-0.003,-0.016,0.049,0.059,-0.02,0.001,0.001,0.01
-0.02,-0.025,-0.005,0.023,-0.007,-0.015,0.045,0.055,-0.02,0.005,0.005,0.01
-0.021,-0.025,-0.005,0.024,-0.008,-0.015,0.045,0.055,-0.024,0.005,0.005,0.01
-0.016,-0.022,-0.006,0.02,-0.005,-0.013,0.045,0.056,-0.025,0.005,0.005,0.007
-0.016,-0.02,-0.003,0.018,-0.007,-0.011,0.045,0.053,-0.025,0.005,0.005,0.005
-0.02,-0.02,0.0,0.02,-0.01,-0.01,0.044,0.05,-0.025,0.004,0.004,0.004
-0.02,-0.02,0.0,0.02,-0.01,-0.01,0.04,0.05,-0.025,0.0,0.0,0.0
-0.021,-0.021,0.0,0.021,-0.01,-0.01,0.04,0.05,-0.025,0.0,0.0,0.0
-0.014,-0.014,0.0,0.014,-0.007,-0.007,0.04,0.047,-0.025,0.001,0.001,0.001
-0.01,-0.008,0.002,0.008,-0.005,-0.003,0.04,0.044,-0.025,-0.002,-0.002,-0.002
-0.009,-0.003,0.005,0.006,-0.007,0.001,0.039,0.045,-0.025,-0.005,-0.005,-0.005
0.0,0.005,0.005,-0.003,-0.003,0.005,0.035,0.045,-0.025,-0.005,-0.005,-0.005
0.006,0.01,0.005,-0.008,0.0,0.007,0.035,0.041,-0.029,-0.005,-0.005,-0.005
-0.002,0.005,0.007,-0.002,-0.004,0.005,0.035,0.039,-0.031,-0.008,-0.008,-0.008
-0.002,-0.004,-0.003,0.003,0.0,-0.004,0.035,0.041,-0.029,-0.011,-0.011,-0.011
0.014,-0.012,-0.026,-0.001,0.02,-0.019,0.035,0.039,-0.031,-0.01,-0.01,-0.01
0.02,-0.02,-0.04,0.0,0.03,-0.03,0.035,0.035,-0.035,-0.01,-0.01,-0.01
-0.004,-0.029,-0.025,0.017,0.011,-0.027,0.031,0.035,-0.035,-0.014,-0.014,-0.014
-0.02,-0.027,-0.007,0.024,-0.006,-0.017,0.03,0.036,-0.034,-0.016,-0.016,-0.015
-0.032,-0.025,0.007,0.028,-0.019,-0.008,0.03,0.033,-0.037,-0.014,-0.014,-0.017
-0.049,-0.024,0.025,0.037,-0.037,0.001,0.03,0.03,-0.041,-0.016,-0.016,-0.021
-0.06,-0.02,0.04,0.04,-0.05,0.01,0.03,0.03,-0.045,-0.02,-0.02,-0.02
-0.057,-0.02,0.036,0.038,-0.047,0.008,0.026,0.03,-0.049,-0.02,-0.02,-0.02
-0.051,-0.017,0.034,0.034,-0.042,0.008,0.025,0.027,-0.051,-0.019,-0.019,-0.023
-0.049,-0.014,0.035,0.031,-0.042,0.01,0.025,0.024,-0.048,-0.022,-0.022,-0.026
-0.051,-0.015,0.035,0.032,-0.042,0.01,0.025,0.025,-0.045,-0.025,-0.025,-0.025
-0.05,-0.015,0.035,0.032,-0.042,0.01,0.025,0.025,-0.045,-0.025,-0.025,-0.025
-0.042,-0.011,0.031,0.026,-0.036,0.01,0.025,0.021,-0.045,-0.025,-0.025,-0.029
-0.04,-0.01,0.03,0.025,-0.035,0.01,0.028,0.019,-0.045,-0.028,-0.028,-0.031
-0.038,-0.008,0.03,0.023,-0.034,0.011,0.031,0.021,-0.045,-0.03,-0.031,-0.029
-0.035,-0.005,0.03,0.02,-0.032,0.012,0.03,0.019,-0.045,-0.03,-0.03,-0.031
-0.035,-0.005,0.03,0.02,-0.032,0.012,0.03,0.015,-0.045,-0.03,-0.03,-0.035
-0.031,-0.001,0.03,0.016,-0.031,0.015,0.03,0.015,-0.053,-0.029,-0.03,-0.035
-0.026,0.001,0.027,0.012,-0.026,0.014,0.03,0.016,-0.059,-0.034,-0.031,-0.035
-0.027,-0.002,0.024,0.014,-0.026,0.01,0.03,0.013,-0.059,-0.034,-0.028,-0.035
-0.021,0.004,0.025,0.008,-0.023,0.014,0.03,0.01,-0.063,-0.038,-0.033,-0.035
0.0,0.025,0.025,-0.013,-0.013,0.025,0.03,0.01,-0.08,-0.055,-0.05,-0.035
-0.003,0.022,0.025,-0.01,-0.014,0.023,0.03,0.01,-0.085,-0.06,-0.055,-0.035
-0.006,0.02,0.026,-0.007,-0.016,0.022,0.03,0.011,-0.085,-0.06,-0.055,-0.035
-0.005,0.018,0.023,-0.007,-0.014,0.02,0.03,0.008,-0.085,-0.06,-0.055,-0.035
-0.005,0.015,0.02,-0.005,-0.013,0.017,0.03,0.005,-0.085,-0.06,-0.055,-0.035
-0.005,0.015,0.02,-0.005,-0.013,0.017,0.03,0.005,-0.085,-0.06,-0.055,-0.035
-0.009,0.011,0.02,-0.001,-0.015,0.015,0.03,0.005,-0.085,-0.06,-0.055,-0.035
-0.011,0.009,0.02,0.001,-0.015,0.015,0.03,0.005,-0.084,-0.06,-0.055,-0.034
-0.009,0.011,0.02,-0.001,-0.015,0.015,0.03,0.005,-0.087,-0.06,-0.055,-0.037
-0.011,0.009,0.02,0.001,-0.016,0.015,0.03,0.005,-0.09,-0.06,-0.056,-0.04
-0.015,0.005,0.02,0.005,-0.018,0.012,0.03,0.005,-0.09,-0.06,-0.06,-0.04
-0.011,0.005,0.016,0.002,-0.014,0.01,0.03,0.005,-0.09,-0.06,-0.06,-0.04
-0.013,0.002,0.015,0.005,-0.014,0.008,0.03,0.005,-0.09,-0.06,-0.06,-0.04
-0.015,0.0,0.015,0.007,-0.015,0.007,0.03,0.005,-0.09,-0.06,-0.06,-0.04
-0.016,-0.001,0.015,0.008,-0.015,0.007,0.03,0.005,-0.09,-0.061,-0.06,-0.04
-0.02,-0.005,0.015,0.012,-0.017,0.005,0.03,0.005,-0.09,-0.065,-0.06,-0.04
-0.02,-0.005,0.015,0.012,-0.017,0.005,0.03,0.005,-0.094,-0.065,-0.06,-0.04
-0.02,-0.004,0.016,0.012,-0.017,0.006,0.03,0.005,-0.095,-0.065,-0.059,-0.04
-0.02,-0.007,0.013,0.013,-0.016,0.003,0.03,0.005,-0.095,-0.065,-0.062,-0.04
-0.02,-0.01,0.01,0.015,-0.015,0.0,0.029,0.005,-0.095,-0.065,-0.065,-0.04
-0.02,-0.01,0.01,0.015,-0.015,0.0,0.025,0.005,-0.095,-0.065,-0.065,-0.04
-0.024,-0.014,0.01,0.019,-0.017,-0.002,0.025,0.005,-0.095,-0.065,-0.065,-0.04
-0.025,-0.015,0.01,0.02,-0.017,-0.002,0.025,0.005,-0.094,-0.065,-0.065,-0.043
-0.027,-0.017,0.01,0.022,-0.018,-0.003,0.025,0.005,-0.097,-0.065,-0.065,-0.046
-0.031,-0.02,0.01,0.026,-0.02,-0.005,0.025,0.005,-0.1,-0.065,-0.065,-0.045
-0.03,-0.02,0.01,0.025,-0.02,-0.005,0.025,0.005,-0.1,-0.065,-0.065,-0.045
-0.026,-0.02,0.006,0.022,-0.016,-0.007,0.021,0.005,-0.1,-0.065,-0.065,-0.045
-0.025,-0.02,0.005,0.022,-0.015,-0.007,0.02,0.005,-0.1,-0.066,-0.066,-0.045
-0.023,-0.02,0.003,0.021,-0.013,-0.008,0.02,0.005,-0.1,-0.063,-0.063,-0.045
-0.02,-0.02,0.0,0.02,-0.01,-0.01,0.02,0.005,-0.1,-0.06,-0.06,-0.045
-0.02,-0.02,0.0,0.02,-0.01,-0.01,0.02,0.005,-0.1,-0.06,-0.06,-0.045
-0.016,-0.02,-0.004,0.018,-0.006,-0.012,0.02,0.009,-0.1,-0.06,-0.06,-0.045
-0.015,-0.02,-0.005,0.018,-0.005,-0.012,0.021,0.01,-0.103,-0.06,-0.06,-0.045
-0.013,-0.02,-0.007,0.017,-0.003,-0.013,0.018,0.012,-0.106,-0.06,-0.06,-0.045
-0.01,-0.02,-0.01,0.015,0.0,-0.015,0.015,0.015,-0.105,-0.06,-0.06,-0.045
-0.01,-0.02,-0.01,0.015,0.0,-0.015,0.015,0.015,-0.105,-0.06,-0.06,-0.045
-0.006,-0.02,-0.014,0.013,0.004,-0.017,0.015,0.019,-0.105,-0.06,-0.06,-0.049
-0.005,-0.02,-0.015,0.013,0.005,-0.017,0.015,0.021,-0.105,-0.06,-0.057,-0.05
-0.002,-0.02,-0.018,0.012,0.008,-0.018,0.015,0.018,-0.105,-0.06,-0.054,-0.05
0.008,-0.02,-0.028,0.007,0.018,-0.023,0.014,0.015,-0.105,-0.06,-0.055,-0.05
0.015,-0.02,-0.035,0.003,0.025,-0.027,0.01,0.015,-0.105,-0.06,-0.055,-0.05
0.011,-0.02,-0.031,0.004,0.021,-0.026,0.01,0.015,-0.109,-0.06,-0.055,-0.05
0.009,-0.02,-0.029,0.005,0.019,-0.025,0.01,0.015,-0.11,-0.057,-0.055,-0.05
0.011,-0.02,-0.031,0.005,0.021,-0.025,0.01,0.015,-0.11,-0.054,-0.055,-0.05
0.009,-0.02,-0.029,0.006,0.019,-0.024,0.01,0.014,-0.11,-0.055,-0.055,-0.05
0.005,-0.02,-0.025,0.008,0.015,-0.022,0.01,0.01,-0.11,-0.055,-0.055,-0.05
0.005,-0.02,-0.025,0.008,0.015,-0.022,0.01,0.01,-0.11,-0.055,-0.051,-0.05
0.005,-0.02,-0.025,0.008,0.015,-0.022,0.013,0.01,-0.11,-0.055,-0.05,-0.05
0.005,-0.02,-0.025,0.008,0.015,-0.022,0.015,0.01,-0.11,-0.055,-0.05,-0.05
0.004,-0.02,-0.024,0.008,0.014,-0.022,0.016,0.01,-0.11,-0.055,-0.05,-0.049
0.0,-0.02,-0.02,0.01,0.01,-0.02,0.02,0.01,-0.11,-0.055,-0.05,-0.045
0.0,-0.02,-0.02,0.01,0.01,-0.02,0.02,0.01,-0.114,-0.055,-0.05,-0.045
0.001,-0.019,-0.02,0.009,0.01,-0.02,0.023,0.007,-0.115,-0.055,-0.05,-0.045
-0.003,-0.023,-0.02,0.013,0.009,-0.022,0.025,0.004,-0.115,-0.055,-0.05,-0.045
-0.013,-0.032,-0.019,0.022,0.003,-0.026,0.026,0.005,-0.115,-0.055,-0.05,-0.045
-0.02,-0.035,-0.015,0.028,-0.002,-0.025,0.03,0.005,-0.115,-0.055,-0.05,-0.045
-0.016,-0.031,-0.015,0.024,-0.001,-0.022,0.03,0.005,-0.115,-0.064,-0.052,-0.045
-0.014,-0.029,-0.016,0.022,0.001,-0.022,0.03,0.006,-0.115,-0.063,-0.068,-0.045
-0.018,-0.031,-0.013,0.024,-0.002,-0.022,0.03,0.003,-0.115,-0.059,-0.075,-0.045
-0.02,-0.029,-0.01,0.024,-0.005,-0.019,0.03,0.0,-0.115,-0.06,-0.069,-0.045
-0.015,-0.025,-0.01,0.02,-0.002,-0.017,0.03,0.0,-0.115,-0.06,-0.07,-0.045
-0.015,-0.025,-0.01,0.02,-0.002,-0.017,0.03,0.0,-0.115,-0.06,-0.07,-0.045
-0.015,-0.026,-0.011,0.02,-0.002,-0.018,0.03,0.0,-0.115,-0.06,-0.07,-0.045
-0.015,-0.023,-0.008,0.019,-0.003,-0.015,0.03,0.0,-0.115,-0.06,-0.07,-0.045
-0.015,-0.02,-0.005,0.018,-0.005,-0.012,0.03,0.0,-0.115,-0.06,-0.07,-0.045
-0.015,-0.02,-0.005,0.018,-0.005,-0.012,0.03,0.0,-0.115,-0.06,-0.07,-0.045
-0.015,-0.02,-0.005,0.018,-0.005,-0.012,0.03,0.004,-0.115,-0.06,-0.07,-0.045
-0.013,-0.017,-0.004,0.015,-0.004,-0.01,0.03,0.005,-0.115,-0.06,-0.067,-0.045
-0.006,-0.014,-0.008,0.011,0.001,-0.011,0.03,0.005,-0.115,-0.06,-0.064,-0.045
0.002,-0.015,-0.018,0.007,0.01,-0.016,0.03,0.005,-0.115,-0.06,-0.065,-0.045
0.01,-0.015,-0.025,0.003,0.018,-0.02,0.03,0.005,-0.115,-0.06,-0.065,-0.045
0.014,-0.011,-0.025,-0.001,0.02,-0.018,0.03,0.005,-0.115,-0.06,-0.065,-0.045
0.015,-0.009,-0.025,-0.002,0.02,-0.017,0.03,0.005,-0.115,-0.06,-0.065,-0.045
0.014,-0.011,-0.025,-0.001,0.02,-0.017,0.03,0.005,-0.115,-0.06,-0.065,-0.045
0.016,-0.009,-0.025,-0.003,0.021,-0.017,0.03,0.005,-0.115,-0.06,-0.065,-0.045
0.02,-0.005,-0.025,-0.007,0.023,-0.015,0.03,0.005,-0.115,-0.06,-0.065,-0.045
0.02,-0.005,-0.025,-0.007,0.023,-0.015,0.03,0.005,-0.115,-0.06,-0.061,-0.045
0.021,-0.006,-0.027,-0.007,0.024,-0.016,0.03,0.004,-0.115,-0.06,-0.06,-0.042
0.017,-0.003,-0.02,-0.007,0.018,-0.011,0.03,0.007,-0.114,-0.06,-0.06,-0.039
