I,II,III,aVR,aVL,aVF
-0.051,-0.076,-0.025,0.064,-0.013,-0.05
-0.05,-0.07,-0.02,0.06,-0.015,-0.045
-0.05,-0.07,-0.02,0.06,-0.015,-0.045
-0.05,-0.07,-0.02,0.06,-0.015,-0.045
-0.05,-0.07,-0.02,0.06,-0.015,-0.045
-0.05,-0.07,-0.02,0.06,-0.015,-0.045
-0.05,-0.07,-0.02,0.06,-0.015,-0.045
-0.05,-0.066,-0.016,0.058,-0.017,-0.041
-0.05,-0.065,-0.015,0.058,-0.017,-0.04
-0.05,-0.065,-0.015,0.058,-0.017,-0.04
-0.05,-0.065,-0.015,0.058,-0.017,-0.04
-0.05,-0.065,-0.015,0.058,-0.017,-0.04
-0.049,-0.063,-0.014,0.057,-0.017,-0.038
-0.054,-0.079,-0.025,0.067,-0.014,-0.052
-0.037,-0.083,-0.046,0.06,0.005,-0.064
-0.03,-0.083,-0.053,0.057,0.012,-0.068
-0.07,-0.105,-0.035,0.088,-0.017,-0.07
-0.079,-0.102,-0.023,0.091,-0.028,-0.062
-0.09,-0.099,-0.009,0.095,-0.041,-0.054
-0.108,-0.1,0.008,0.104,-0.058,-0.046
-0.115,-0.1,0.015,0.107,-0.065,-0.042
-0.11,-0.1,0.01,0.105,-0.06,-0.045
-0.11,-0.1,0.01,0.105,-0.06,-0.045
-0.111,-0.1,0.011,0.105,-0.061,-0.045
-0.108,-0.1,0.008,0.104,-0.058,-0.046
-0.104,-0.1,0.004,0.102,-0.054,-0.047
-0.105,-0.1,0.005,0.102,-0.055,-0.047
-0.106,-0.1,0.006,0.103,-0.056,-0.046
-0.094,-0.1,-0.006,0.097,-0.044,-0.052
-0.076,-0.1,-0.024,0.089,-0.026,-0.061
-0.062,-0.1,-0.038,0.081,-0.012,-0.069
-0.045,-0.1,-0.055,0.073,0.005,-0.077
-0.028,-0.1,-0.072,0.064,0.022,-0.086
-0.054,-0.101,-0.047,0.078,-0.003,-0.074
-0.024,-0.096,-0.071,0.06,0.024,-0.083
0.036,-0.09,-0.126,0.027,0.081,-0.108
0.035,-0.08,-0.115,0.023,0.075,-0.097
0.097,-0.021,-0.119,-0.038,0.109,-0.07
0.116,0.037,-0.079,-0.076,0.098,-0.021
0.145,0.116,-0.029,-0.131,0.087,0.043
0.225,0.256,0.031,-0.24,0.096,0.143
0.295,0.445,0.15,-0.37,0.072,0.297
0.366,0.636,0.27,-0.502,0.048,0.453
0.438,0.796,0.358,-0.618,0.04,0.577
0.462,0.932,0.47,-0.698,-0.005,0.701
0.438,1.107,0.669,-0.773,-0.116,0.887
0.375,1.27,0.895,-0.823,-0.26,1.082
0.231,1.213,0.982,-0.722,-0.375,1.098
0.213,1.149,0.936,-0.682,-0.361,1.042
0.173,1.034,0.862,-0.604,-0.344,0.948
0.058,0.864,0.806,-0.461,-0.374,0.835
0.005,0.755,0.75,-0.38,-0.373,0.752
-0.083,0.632,0.715,-0.275,-0.399,0.673
-0.224,0.473,0.697,-0.125,-0.46,0.585
-0.272,0.346,0.617,-0.037,-0.444,0.481
-0.235,0.257,0.492,-0.011,-0.364,0.374
-0.235,0.165,0.4,0.035,-0.318,0.282
-0.205,0.105,0.309,0.05,-0.257,0.207
-0.206,0.04,0.246,0.083,-0.226,0.143
-0.186,0.005,0.191,0.09,-0.189,0.098
-0.144,0.004,0.148,0.07,-0.147,0.076
-0.145,-0.005,0.14,0.075,-0.142,0.067
-0.138,-0.009,0.129,0.073,-0.133,0.059
-0.13,-0.015,0.115,0.072,-0.123,0.05
-0.131,-0.025,0.106,0.078,-0.119,0.04
-0.127,-0.03,0.097,0.079,-0.112,0.034
-0.12,-0.035,0.085,0.077,-0.102,0.025
-0.141,-0.064,0.077,0.102,-0.109,0.006
-0.142,-0.076,0.066,0.109,-0.104,-0.005
-0.131,-0.075,0.056,0.103,-0.093,-0.009
-0.122,-0.075,0.047,0.098,-0.084,-0.014
-0.105,-0.075,0.03,0.09,-0.067,-0.022
-0.092,-0.079,0.013,0.086,-0.053,-0.033
-0.084,-0.081,0.003,0.083,-0.044,-0.039
-0.075,-0.077,-0.002,0.076,-0.036,-0.04
-0.079,-0.085,-0.006,0.082,-0.037,-0.045
-0.1,-0.11,-0.01,0.105,-0.045,-0.06
-0.097,-0.115,-0.018,0.106,-0.039,-0.066
-0.094,-0.118,-0.024,0.107,-0.035,-0.071
-0.094,-0.119,-0.025,0.107,-0.035,-0.071
-0.088,-0.123,-0.035,0.106,-0.027,-0.079
-0.08,-0.14,-0.06,0.11,-0.01,-0.1
-0.072,-0.137,-0.065,0.105,-0.003,-0.101
-0.066,-0.134,-0.068,0.1,0.002,-0.101
-0.067,-0.136,-0.069,0.102,0.001,-0.102
-0.07,-0.134,-0.064,0.102,-0.002,-0.099
-0.065,-0.13,-0.065,0.098,0.0,-0.097
-0.065,-0.13,-0.065,0.098,0.0,-0.097
-0.065,-0.13,-0.065,0.098,0.0,-0.097
-0.065,-0.13,-0.065,0.098,0.0,-0.097
-0.064,-0.129,-0.065,0.097,0.001,-0.097
-0.06,-0.125,-0.065,0.093,0.003,-0.095
-0.063,-0.125,-0.062,0.094,0.0,-0.093
-0.072,-0.125,-0.053,0.099,-0.009,-0.089
-0.057,-0.125,-0.068,0.091,0.006,-0.097
-0.032,-0.124,-0.092,0.078,0.031,-0.108
-0.035,-0.12,-0.085,0.078,0.025,-0.102
-0.035,-0.12,-0.085,0.078,0.025,-0.102
-0.039,-0.121,-0.082,0.08,0.022,-0.101
-0.038,-0.118,-0.08,0.078,0.021,-0.099
-0.035,-0.115,-0.079,0.075,0.023,-0.096
-0.04,-0.115,-0.075,0.078,0.018,-0.095
-0.04,-0.115,-0.075,0.078,0.018,-0.095
-0.044,-0.116,-0.072,0.08,0.015,-0.093
-0.043,-0.113,-0.07,0.078,0.014,-0.091
-0.04,-0.11,-0.069,0.075,0.014,-0.089
-0.045,-0.11,-0.065,0.078,0.01,-0.087
-0.044,-0.109,-0.065,0.077,0.01,-0.087
-0.051,-0.113,-0.062,0.082,0.006,-0.087
-0.042,-0.101,-0.059,0.071,0.009,-0.08
-0.04,-0.1,-0.06,0.07,0.011,-0.08
-0.07,-0.13,-0.06,0.1,-0.005,-0.095
-0.068,-0.124,-0.056,0.096,-0.006,-0.089
-0.061,-0.116,-0.054,0.089,-0.003,-0.085
-0.058,-0.113,-0.056,0.086,-0.001,-0.084
-0.055,-0.109,-0.054,0.082,0.0,-0.081
-0.055,-0.105,-0.05,0.08,-0.002,-0.077
-0.051,-0.101,-0.05,0.076,-0.001,-0.075
-0.048,-0.098,-0.05,0.073,0.001,-0.074
-0.041,-0.091,-0.05,0.066,0.006,-0.07
-0.035,-0.084,-0.049,0.059,0.008,-0.066
-0.035,-0.08,-0.045,0.058,0.005,-0.062
-0.027,-0.072,-0.045,0.05,0.009,-0.058
-0.022,-0.067,-0.045,0.045,0.012,-0.056
-0.017,-0.062,-0.045,0.04,0.014,-0.053
-0.007,-0.052,-0.045,0.03,0.019,-0.049
-0.005,-0.05,-0.045,0.028,0.02,-0.047
-0.031,-0.072,-0.041,0.051,0.005,-0.056
-0.032,-0.071,-0.04,0.052,0.004,-0.055
-0.021,-0.061,-0.04,0.041,0.01,-0.051
-0.02,-0.06,-0.04,0.04,0.01,-0.05
-0.015,-0.055,-0.04,0.035,0.013,-0.047
-0.006,-0.047,-0.041,0.026,0.018,-0.043
-0.007,-0.042,-0.034,0.024,0.014,-0.038
-0.011,-0.038,-0.027,0.025,0.008,-0.033
-0.009,-0.034,-0.024,0.022,0.008,-0.029
-0.01,-0.03,-0.02,0.02,0.005,-0.025
-0.019,-0.03,-0.012,0.024,-0.003,-0.021
-0.02,-0.027,-0.007,0.024,-0.007,-0.017
-0.022,-0.025,-0.003,0.024,-0.009,-0.014
-0.025,-0.024,0.001,0.024,-0.013,-0.011
-0.025,-0.02,0.005,0.022,-0.015,-0.007
-0.03,-0.021,0.009,0.026,-0.02,-0.006
-0.022,-0.009,0.013,0.015,-0.017,0.002
-0.01,0.007,0.017,0.001,-0.014,0.011
-0.003,0.018,0.021,-0.008,-0.012,0.019
0.005,0.03,0.025,-0.018,-0.01,0.027
0.008,0.038,0.03,-0.023,-0.011,0.034
0.018,0.045,0.028,-0.031,-0.005,0.036
0.016,0.056,0.04,-0.036,-0.012,0.048
0.011,0.067,0.056,-0.04,-0.023,0.062
0.025,0.075,0.05,-0.05,-0.013,0.062
0.035,0.084,0.049,-0.06,-0.008,0.066
0.033,0.083,0.05,-0.058,-0.009,0.067
0.06,0.11,0.05,-0.085,0.005,0.08
0.093,0.144,0.05,-0.118,0.021,0.097
0.085,0.135,0.05,-0.11,0.017,0.092
0.085,0.133,0.048,-0.109,0.018,0.09
0.082,0.144,0.062,-0.113,0.01,0.103
0.081,0.154,0.073,-0.118,0.004,0.114
0.095,0.163,0.068,-0.129,0.014,0.116
0.11,0.18,0.07,-0.145,0.02,0.125
0.097,0.197,0.1,-0.147,-0.001,0.148
0.102,0.207,0.105,-0.155,-0.001,0.156
0.114,0.213,0.098,-0.163,0.008,0.155
0.115,0.215,0.1,-0.165,0.007,0.157
0.115,0.215,0.1,-0.165,0.007,0.157
0.115,0.215,0.1,-0.165,0.007,0.157
0.115,0.215,0.1,-0.165,0.007,0.157
0.115,0.215,0.1,-0.165,0.007,0.157
0.115,0.215,0.1,-0.165,0.007,0.157
0.115,0.215,0.1,-0.165,0.007,0.157
0.115,0.215,0.1,-0.165,0.007,0.157
0.115,0.215,0.1,-0.165,0.007,0.157
0.116,0.216,0.1,-0.166,0.007,0.157
0.114,0.214,0.1,-0.164,0.006,0.156
0.115,0.215,0.1,-0.165,0.007,0.157
0.136,0.236,0.1,-0.186,0.018,0.168
0.143,0.242,0.1,-0.192,0.022,0.171
0.138,0.239,0.101,-0.189,0.018,0.17
0.142,0.24,0.098,-0.191,0.022,0.169
0.145,0.24,0.095,-0.193,0.025,0.167
0.119,0.24,0.121,-0.18,-0.001,0.18
0.118,0.24,0.122,-0.179,-0.002,0.18
0.13,0.241,0.111,-0.186,0.009,0.176
0.129,0.238,0.109,-0.183,0.01,0.174
0.12,0.225,0.105,-0.173,0.007,0.165
0.112,0.213,0.101,-0.162,0.005,0.157
0.104,0.201,0.097,-0.153,0.004,0.149
0.095,0.19,0.095,-0.143,0.0,0.142
0.089,0.175,0.086,-0.132,0.002,0.131
0.085,0.15,0.065,-0.118,0.01,0.107
0.075,0.125,0.05,-0.1,0.012,0.087
0.089,0.11,0.021,-0.1,0.034,0.065
0.121,0.099,-0.022,-0.11,0.071,0.038
0.135,0.087,-0.048,-0.11,0.091,0.019
0.12,0.075,-0.045,-0.097,0.082,0.015
0.109,0.065,-0.044,-0.087,0.077,0.01
0.083,0.037,-0.046,-0.06,0.065,-0.004
0.048,0.005,-0.043,-0.026,0.046,-0.019
0.027,-0.021,-0.048,-0.003,0.038,-0.035
0.02,-0.045,-0.065,0.013,0.043,-0.055
-0.008,-0.071,-0.063,0.039,0.028,-0.066
-0.027,-0.08,-0.053,0.054,0.013,-0.066
-0.015,-0.081,-0.066,0.049,0.026,-0.073
0.002,-0.086,-0.088,0.043,0.045,-0.087
-0.005,-0.09,-0.085,0.048,0.04,-0.087
-0.007,-0.09,-0.083,0.049,0.038,-0.086
0.007,-0.091,-0.098,0.043,0.053,-0.095
0.004,-0.101,-0.106,0.049,0.055,-0.103
-0.013,-0.111,-0.098,0.062,0.043,-0.105
-0.02,-0.115,-0.095,0.068,0.038,-0.105
-0.036,-0.128,-0.091,0.082,0.028,-0.11
-0.043,-0.129,-0.086,0.086,0.022,-0.107
-0.019,-0.121,-0.102,0.07,0.042,-0.111
-0.009,-0.131,-0.122,0.07,0.057,-0.126
-0.045,-0.16,-0.115,0.103,0.035,-0.137
-0.043,-0.157,-0.114,0.101,0.036,-0.136
-0.038,-0.154,-0.116,0.096,0.04,-0.135
-0.043,-0.155,-0.113,0.1,0.035,-0.134
-0.036,-0.155,-0.119,0.096,0.042,-0.137
-0.015,-0.155,-0.14,0.085,0.063,-0.147
-0.018,-0.155,-0.137,0.087,0.06,-0.146
-0.021,-0.152,-0.131,0.087,0.055,-0.141
-0.019,-0.149,-0.13,0.084,0.055,-0.14
-0.021,-0.15,-0.129,0.086,0.054,-0.14
-0.025,-0.15,-0.125,0.088,0.05,-0.137
-0.029,-0.15,-0.121,0.09,0.046,-0.135
-0.03,-0.15,-0.12,0.09,0.045,-0.135
-0.032,-0.15,-0.119,0.091,0.043,-0.134
-0.035,-0.149,-0.114,0.093,0.039,-0.131
-0.035,-0.145,-0.11,0.09,0.038,-0.127
-0.039,-0.145,-0.106,0.092,0.034,-0.125
-0.043,-0.145,-0.102,0.094,0.03,-0.123
-0.047,-0.145,-0.097,0.096,0.026,-0.121
-0.05,-0.145,-0.095,0.098,0.023,-0.12
-0.05,-0.145,-0.095,0.098,0.023,-0.12
-0.049,-0.141,-0.092,0.095,0.022,-0.116
-0.025,-0.14,-0.114,0.083,0.045,-0.126
-0.015,-0.14,-0.125,0.078,0.055,-0.132
-0.028,-0.14,-0.112,0.084,0.042,-0.126
-0.035,-0.14,-0.105,0.088,0.035,-0.122
-0.043,-0.14,-0.097,0.092,0.027,-0.118
-0.052,-0.141,-0.089,0.097,0.019,-0.114
-0.057,-0.138,-0.081,0.098,0.012,-0.109
-0.061,-0.135,-0.073,0.098,0.007,-0.104
-0.065,-0.135,-0.07,0.1,0.003,-0.102
-0.061,-0.135,-0.074,0.099,0.007,-0.105
-0.056,-0.132,-0.075,0.095,0.01,-0.103
-0.055,-0.13,-0.075,0.093,0.01,-0.102
-0.055,-0.13,-0.075,0.093,0.01,-0.102
-0.055,-0.13,-0.075,0.093,0.01,-0.102
-0.055,-0.13,-0.075,0.093,0.01,-0.102
-0.052,-0.127,-0.075,0.09,0.012,-0.101
-0.049,-0.124,-0.075,0.087,0.013,-0.1
-0.05,-0.125,-0.075,0.088,0.013,-0.1
-0.05,-0.125,-0.075,0.088,0.013,-0.1
-0.05,-0.125,-0.075,0.088,0.013,-0.1
-0.047,-0.122,-0.075,0.085,0.014,-0.098
-0.044,-0.119,-0.075,0.082,0.015,-0.097
-0.045,-0.12,-0.075,0.083,0.015,-0.097
-0.045,-0.12,-0.075,0.083,0.015,-0.097
-0.04,-0.116,-0.075,0.079,0.018,-0.096
-0.042,-0.115,-0.073,0.079,0.016,-0.094
-0.032,-0.115,-0.083,0.074,0.026,-0.099
-0.019,-0.115,-0.096,0.068,0.039,-0.105
-0.025,-0.115,-0.09,0.07,0.033,-0.102
-0.021,-0.111,-0.09,0.066,0.035,-0.1
-0.022,-0.11,-0.087,0.066,0.032,-0.098
-0.026,-0.11,-0.084,0.069,0.029,-0.097
-0.025,-0.11,-0.085,0.068,0.03,-0.097
-0.025,-0.11,-0.085,0.068,0.03,-0.097
-0.029,-0.11,-0.081,0.07,0.026,-0.095
-0.03,-0.11,-0.08,0.07,0.025,-0.095
-0.031,-0.11,-0.078,0.071,0.024,-0.094
-0.045,-0.12,-0.075,0.083,0.015,-0.097
-0.065,-0.14,-0.075,0.103,0.005,-0.107
-0.063,-0.137,-0.075,0.1,0.006,-0.106
-0.053,-0.131,-0.078,0.093,0.013,-0.105
-0.048,-0.128,-0.081,0.088,0.017,-0.104
-0.044,-0.124,-0.08,0.084,0.018,-0.102
-0.04,-0.12,-0.08,0.08,0.02,-0.1
-0.036,-0.116,-0.08,0.076,0.023,-0.097
-0.035,-0.115,-0.08,0.075,0.023,-0.097
-0.033,-0.113,-0.08,0.073,0.024,-0.096
-0.03,-0.11,-0.08,0.07,0.025,-0.095
-0.03,-0.11,-0.08,0.07,0.025,-0.095
-0.03,-0.11,-0.08,0.07,0.025,-0.095
-0.03,-0.11,-0.08,0.07,0.025,-0.095
-0.03,-0.11,-0.08,0.07,0.025,-0.095
-0.03,-0.11,-0.08,0.07,0.025,-0.095
-0.03,-0.11,-0.08,0.07,0.025,-0.095
-0.03,-0.11,-0.08,0.07,0.025,-0.095
-0.03,-0.11,-0.08,0.07,0.025,-0.095
-0.03,-0.11,-0.08,0.07,0.025,-0.095
-0.03,-0.11,-0.08,0.07,0.025,-0.095
-0.03,-0.11,-0.08,0.07,0.025,-0.095
-0.03,-0.11,-0.08,0.07,0.025,-0.095
-0.03,-0.11,-0.08,0.07,0.025,-0.095
-0.03,-0.11,-0.08,0.07,0.025,-0.095
-0.03,-0.11,-0.08,0.07,0.025,-0.095
-0.03,-0.11,-0.08,0.07,0.025,-0.095
-0.034,-0.114,-0.08,0.074,0.024,-0.096
-0.039,-0.119,-0.08,0.079,0.021,-0.099
-0.039,-0.119,-0.08,0.079,0.021,-0.1
-0.034,-0.113,-0.079,0.073,0.023,-0.095
-0.035,-0.115,-0.08,0.075,0.023,-0.097
-0.047,-0.144,-0.097,0.096,0.025,-0.121
-0.052,-0.153,-0.102,0.103,0.025,-0.127
-0.032,-0.147,-0.115,0.09,0.041,-0.131
-0.022,-0.153,-0.131,0.088,0.055,-0.142
-0.045,-0.17,-0.125,0.108,0.04,-0.147
-0.051,-0.175,-0.125,0.113,0.037,-0.15
-0.049,-0.174,-0.125,0.112,0.038,-0.15
-0.052,-0.177,-0.125,0.115,0.037,-0.151
-0.056,-0.18,-0.124,0.119,0.034,-0.152
-0.06,-0.18,-0.12,0.12,0.03,-0.15
-0.06,-0.18,-0.12,0.12,0.03,-0.15
-0.06,-0.18,-0.12,0.12,0.03,-0.15
-0.059,-0.18,-0.12,0.12,0.03,-0.15
-0.061,-0.18,-0.119,0.121,0.029,-0.15
-0.065,-0.18,-0.115,0.123,0.025,-0.147
-0.063,-0.178,-0.115,0.121,0.026,-0.146
-0.078,-0.193,-0.115,0.136,0.019,-0.154
-0.085,-0.2,-0.115,0.143,0.015,-0.157
-0.079,-0.194,-0.115,0.137,0.019,-0.155
-0.08,-0.195,-0.115,0.138,0.018,-0.155
-0.08,-0.191,-0.111,0.135,0.015,-0.151
-0.08,-0.19,-0.11,0.135,0.014,-0.15
-0.078,-0.188,-0.11,0.133,0.016,-0.149
-0.075,-0.185,-0.11,0.13,0.018,-0.147
-0.075,-0.185,-0.11,0.13,0.018,-0.147
-0.075,-0.181,-0.106,0.128,0.016,-0.143
-0.075,-0.18,-0.105,0.128,0.014,-0.142
-0.073,-0.178,-0.105,0.126,0.016,-0.141
-0.069,-0.175,-0.105,0.123,0.018,-0.14
-0.07,-0.175,-0.105,0.123,0.018,-0.14
-0.068,-0.171,-0.103,0.12,0.017,-0.136
-0.049,-0.17,-0.121,0.11,0.036,-0.146
-0.039,-0.168,-0.129,0.103,0.045,-0.148
-0.047,-0.165,-0.118,0.106,0.036,-0.141
-0.05,-0.165,-0.115,0.108,0.033,-0.14
-0.05,-0.161,-0.111,0.105,0.031,-0.136
-0.053,-0.16,-0.107,0.107,0.027,-0.133
-0.055,-0.158,-0.103,0.107,0.024,-0.13
-0.056,-0.155,-0.099,0.105,0.022,-0.126
-0.06,-0.155,-0.095,0.108,0.018,-0.125
-0.06,-0.151,-0.091,0.106,0.015,-0.121
-0.06,-0.149,-0.089,0.105,0.015,-0.119
-0.06,-0.151,-0.091,0.105,0.015,-0.121
-0.06,-0.149,-0.089,0.105,0.014,-0.119
-0.06,-0.15,-0.09,0.105,0.015,-0.12
-0.056,-0.166,-0.11,0.111,0.027,-0.138
-0.054,-0.178,-0.124,0.117,0.035,-0.151
-0.057,-0.195,-0.138,0.126,0.041,-0.167
-0.061,-0.213,-0.152,0.137,0.045,-0.182
-0.065,-0.215,-0.15,0.14,0.043,-0.182
-0.066,-0.214,-0.148,0.14,0.042,-0.181
-0.059,-0.222,-0.162,0.141,0.052,-0.192
-0.052,-0.224,-0.172,0.138,0.06,-0.198
-0.05,-0.22,-0.17,0.135,0.06,-0.195
-0.05,-0.22,-0.17,0.135,0.06,-0.195
-0.046,-0.216,-0.17,0.131,0.063,-0.193
-0.045,-0.215,-0.17,0.13,0.063,-0.192
-0.043,-0.213,-0.17,0.128,0.064,-0.191
-0.04,-0.21,-0.17,0.125,0.065,-0.19
-0.04,-0.21,-0.17,0.125,0.065,-0.19
-0.036,-0.206,-0.17,0.121,0.068,-0.187
-0.035,-0.205,-0.17,0.12,0.068,-0.187
-0.033,-0.203,-0.17,0.118,0.069,-0.186
-0.029,-0.199,-0.17,0.114,0.07,-0.185
-0.03,-0.2,-0.17,0.115,0.07,-0.185
-0.03,-0.2,-0.17,0.115,0.07,-0.185
-0.029,-0.199,-0.17,0.114,0.071,-0.184
-0.035,-0.205,-0.17,0.12,0.067,-0.188
-0.056,-0.226,-0.17,0.141,0.057,-0.198
-0.075,-0.245,-0.17,0.16,0.048,-0.207
-0.072,-0.242,-0.17,0.157,0.049,-0.206
-0.069,-0.239,-0.17,0.154,0.05,-0.205
-0.07,-0.24,-0.17,0.155,0.05,-0.205
-0.07,-0.24,-0.17,0.155,0.05,-0.205
-0.07,-0.24,-0.17,0.155,0.05,-0.205
-0.07,-0.24,-0.17,0.155,0.05,-0.205
-0.067,-0.237,-0.17,0.152,0.052,-0.203
-0.065,-0.234,-0.17,0.15,0.053,-0.202
-0.065,-0.235,-0.17,0.15,0.053,-0.202
-0.065,-0.235,-0.17,0.15,0.053,-0.202
-0.069,-0.235,-0.166,0.152,0.049,-0.2
-0.071,-0.235,-0.164,0.153,0.047,-0.2
-0.069,-0.235,-0.166,0.153,0.049,-0.2
-0.071,-0.235,-0.164,0.153,0.047,-0.199
-0.075,-0.235,-0.16,0.155,0.043,-0.197
-0.075,-0.235,-0.161,0.155,0.044,-0.197
-0.078,-0.235,-0.157,0.156,0.04,-0.195
-0.064,-0.235,-0.172,0.149,0.055,-0.203
-0.042,-0.234,-0.192,0.138,0.075,-0.213
-0.05,-0.235,-0.185,0.143,0.068,-0.21
-0.067,-0.252,-0.185,0.16,0.059,-0.218
-0.072,-0.254,-0.182,0.163,0.055,-0.218
-0.068,-0.247,-0.179,0.157,0.056,-0.213
-0.065,-0.245,-0.18,0.155,0.058,-0.212
-0.065,-0.245,-0.18,0.155,0.058,-0.212
-0.065,-0.241,-0.176,0.154,0.055,-0.208
-0.062,-0.236,-0.174,0.15,0.057,-0.205
-0.059,-0.235,-0.176,0.148,0.059,-0.205
-0.06,-0.234,-0.174,0.148,0.057,-0.204
-0.06,-0.23,-0.17,0.145,0.055,-0.2
-0.056,-0.226,-0.17,0.141,0.057,-0.197
-0.051,-0.222,-0.171,0.137,0.06,-0.196
-0.05,-0.218,-0.168,0.134,0.059,-0.193
-0.049,-0.214,-0.164,0.132,0.058,-0.189
-0.045,-0.21,-0.165,0.128,0.06,-0.187
-0.045,-0.211,-0.166,0.128,0.061,-0.188
-0.045,-0.204,-0.159,0.125,0.057,-0.181
-0.045,-0.197,-0.152,0.121,0.054,-0.174
-0.045,-0.194,-0.149,0.12,0.053,-0.171
-0.045,-0.19,-0.145,0.118,0.05,-0.167
-0.045,-0.182,-0.137,0.114,0.046,-0.159
-0.045,-0.176,-0.132,0.111,0.044,-0.154
-0.045,-0.174,-0.128,0.11,0.042,-0.15
-0.044,-0.168,-0.124,0.107,0.04,-0.146
-0.04,-0.16,-0.12,0.1,0.04,-0.14
-0.035,-0.156,-0.12,0.096,0.043,-0.138
-0.035,-0.152,-0.117,0.094,0.041,-0.134
-0.033,-0.148,-0.115,0.091,0.041,-0.131
-0.03,-0.144,-0.114,0.087,0.043,-0.129
-0.03,-0.14,-0.11,0.085,0.04,-0.125
-0.026,-0.136,-0.11,0.081,0.043,-0.123
-0.025,-0.132,-0.107,0.078,0.041,-0.119
-0.025,-0.13,-0.105,0.078,0.04,-0.117
-0.026,-0.13,-0.104,0.078,0.039,-0.117
-0.03,-0.13,-0.1,0.08,0.035,-0.115
-0.03,-0.13,-0.1,0.08,0.035,-0.115
-0.033,-0.13,-0.097,0.082,0.032,-0.113
-0.035,-0.13,-0.095,0.083,0.03,-0.112
-0.036,-0.13,-0.094,0.083,0.029,-0.112
-0.04,-0.13,-0.09,0.085,0.025,-0.11
-0.041,-0.13,-0.089,0.085,0.024,-0.11
-0.037,-0.13,-0.093,0.084,0.028,-0.111
-0.034,-0.13,-0.096,0.083,0.031,-0.112
-0.035,-0.13,-0.095,0.083,0.03,-0.112
-0.035,-0.13,-0.095,0.083,0.03,-0.112
-0.031,-0.13,-0.099,0.081,0.034,-0.115
-0.029,-0.13,-0.1,0.079,0.035,-0.115
-0.031,-0.131,-0.1,0.081,0.035,-0.116
-0.029,-0.128,-0.099,0.078,0.035,-0.114
-0.02,-0.11,-0.09,0.065,0.035,-0.1
-0.013,-0.091,-0.078,0.052,0.033,-0.084
-0.03,-0.133,-0.104,0.082,0.037,-0.118
-0.044,-0.17,-0.127,0.107,0.041,-0.148
-0.046,-0.171,-0.124,0.109,0.039,-0.147
-0.05,-0.175,-0.125,0.113,0.038,-0.15
-0.04,-0.169,-0.129,0.105,0.045,-0.149
-0.054,-0.184,-0.13,0.119,0.038,-0.157
-0.069,-0.201,-0.132,0.135,0.032,-0.166
-0.071,-0.207,-0.135,0.14,0.032,-0.171
-0.075,-0.21,-0.135,0.143,0.03,-0.172
-0.064,-0.203,-0.14,0.133,0.038,-0.171
-0.087,-0.226,-0.138,0.156,0.026,-0.182
-0.099,-0.246,-0.147,0.172,0.024,-0.196
-0.082,-0.244,-0.163,0.163,0.041,-0.203
-0.08,-0.245,-0.165,0.163,0.043,-0.205
-0.084,-0.249,-0.165,0.167,0.04,-0.207
-0.085,-0.25,-0.165,0.168,0.04,-0.207
-0.087,-0.252,-0.165,0.17,0.039,-0.208
-0.091,-0.255,-0.165,0.173,0.038,-0.21
-0.085,-0.255,-0.17,0.17,0.043,-0.212
-0.067,-0.259,-0.191,0.163,0.062,-0.224
-0.07,-0.264,-0.194,0.167,0.063,-0.229
-0.077,-0.263,-0.187,0.17,0.055,-0.225
-0.075,-0.26,-0.185,0.168,0.055,-0.222
-0.075,-0.26,-0.185,0.168,0.055,-0.222
-0.075,-0.256,-0.181,0.165,0.054,-0.218
-0.078,-0.255,-0.177,0.167,0.05,-0.216
-0.08,-0.254,-0.174,0.167,0.047,-0.214
-0.072,-0.249,-0.176,0.161,0.052,-0.212
-0.065,-0.25,-0.185,0.158,0.06,-0.217
-0.075,-0.265,-0.19,0.17,0.057,-0.227
-0.094,-0.285,-0.191,0.189,0.048,-0.238
-0.069,-0.289,-0.221,0.179,0.076,-0.255
-0.041,-0.294,-0.253,0.167,0.106,-0.274
-0.06,-0.315,-0.255,0.188,0.098,-0.285
-0.023,-0.312,-0.289,0.168,0.133,-0.3
-0.017,-0.307,-0.29,0.162,0.137,-0.298
-0.028,-0.302,-0.274,0.165,0.124,-0.288
-0.033,-0.302,-0.268,0.168,0.117,-0.285
-0.04,-0.3,-0.26,0.17,0.11,-0.28
0.003,-0.25,-0.252,0.123,0.128,-0.251
0.043,-0.199,-0.242,0.078,0.143,-0.22
0.097,-0.144,-0.242,0.024,0.17,-0.193
0.173,-0.043,-0.216,-0.065,0.195,-0.129
0.225,0.105,-0.12,-0.165,0.172,-0.007
0.248,0.25,0.001,-0.249,0.123,0.126
0.32,0.427,0.108,-0.373,0.106,0.267
0.385,0.603,0.218,-0.494,0.083,0.411
0.411,0.751,0.34,-0.581,0.035,0.545
0.415,0.91,0.495,-0.663,-0.04,0.702
0.352,1.091,0.739,-0.722,-0.194,0.914
0.298,1.132,0.835,-0.715,-0.269,0.983
0.229,1.02,0.791,-0.625,-0.281,0.906
0.121,0.837,0.715,-0.48,-0.297,0.776
0.01,0.655,0.645,-0.333,-0.318,0.65
-0.086,0.52,0.606,-0.217,-0.346,0.563
-0.183,0.4,0.582,-0.108,-0.383,0.49
-0.257,0.266,0.523,-0.005,-0.39,0.394
-0.281,0.144,0.425,0.069,-0.353,0.285
